City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Machali,CL,-34.1833,-70.6667,52.74,79,72,1.48,broken clouds
348,Taltal,CL,-25.4,-70.4833,58.48,76,12,3.47,few clouds
349,Paita,PE,-5.0892,-81.1144,63.72,84,14,9.91,few clouds
350,Belyy Yar,RU,53.6039,91.3903,57.09,58,0,4.47,clear sky
351,Paamiut,GL,61.994,-49.6678,36.21,76,100,6.2,overcast clouds
352,Abu Dhabi,AE,24.4667,54.3667,91.51,55,0,8.05,clear sky
353,Finnsnes,NO,69.2296,17.9811,39.16,86,76,5.1,broken clouds
354,Staryy Nadym,RU,65.6118,72.6842,41.22,93,100,21.83,overcast clouds
355,Joshimath,IN,30.5667,79.5667,77.7,62,0,5.14,clear sky
356,Hobbs,US,32.7026,-103.136,76.03,52,1,3.0,clear sky
357,Ostrovnoy,RU,68.0531,39.5131,42.24,80,100,7.05,overcast clouds
358,Wokha,IN,26.1,94.2667,60.48,100,100,0.6,overcast clouds
359,Sobolevo,RU,54.4299,31.8996,40.39,70,100,18.28,overcast clouds
360,Domodossola,IT,46.1165,8.2931,67.14,94,50,3.4,scattered clouds
361,Kulhudhuffushi,MV,6.6221,73.07,82.08,78,66,12.19,broken clouds
362,Poplar Bluff,US,36.757,-90.3929,74.98,94,1,4.61,mist
363,Senaki,GE,42.2704,42.0675,62.69,95,92,3.65,overcast clouds
364,Kyzyl,RU,51.7,94.45,65.16,33,51,2.95,broken clouds
365,Bontang,ID,0.1333,117.5,82.83,73,100,4.79,overcast clouds
366,Veraval,IN,20.9,70.3667,81.91,82,54,9.51,broken clouds
367,Santa Cruz De Tenerife,ES,28.4682,-16.2546,73.72,87,90,5.01,overcast clouds
368,Kodiak,US,57.79,-152.4072,49.5,70,8,15.88,clear sky
369,Inongo,CD,-1.95,18.2667,67.59,96,47,4.25,scattered clouds
370,Hasaki,JP,35.7333,140.8333,77.4,84,100,25.57,light rain
371,Torello,ES,42.0463,2.2668,66.97,93,12,3.42,few clouds
372,Katsuura,JP,35.1333,140.3,80.71,88,100,24.49,light rain
373,Benavente,ES,42.0025,-5.6783,51.98,76,13,12.37,few clouds
374,Awbari,LY,26.5921,12.7805,74.3,27,0,7.94,clear sky
375,Henties Bay,NA,-22.116,14.2845,56.86,90,0,3.0,clear sky
376,Nenjiang,CN,49.1833,125.2167,54.25,52,15,5.64,few clouds
377,Sorong,ID,-0.8833,131.25,77.95,87,100,8.25,moderate rain
378,Jiangyou,CN,31.7667,104.7167,65.91,95,100,3.53,overcast clouds
379,Namatanai,PG,-3.6667,152.4333,82.4,78,71,11.03,moderate rain
380,Kirakira,SB,-10.4544,161.9205,84.43,71,25,15.05,scattered clouds
381,Soyo,AO,-6.1349,12.3689,72.72,86,100,6.4,overcast clouds
382,Arys,KZ,42.4252,68.795,79.02,15,0,5.97,clear sky
383,Lincoln,US,40.8,-96.667,65.64,73,1,1.99,clear sky
384,Nishihara,JP,26.1842,127.7558,85.66,70,20,9.22,few clouds
385,Stephenville,US,32.2207,-98.2023,78.89,67,1,0.0,clear sky
386,Garowe,SO,8.4054,48.4845,77.59,63,63,17.96,broken clouds
387,Careiro Da Varzea,BR,-3.2003,-59.8119,77.61,93,42,1.03,light rain
388,Thohoyandou,ZA,-22.9456,30.485,54.09,75,93,10.51,overcast clouds
389,Mosina,PL,52.2454,16.8471,55.35,100,90,11.5,light rain
390,Pisco,PE,-13.7,-76.2167,60.03,88,75,3.44,mist
391,Beringovskiy,RU,63.05,179.3167,49.33,59,9,7.31,clear sky
392,Estreito,BR,-5.7833,-43.25,80.24,34,89,1.23,overcast clouds
393,Ancud,CL,-41.8697,-73.8203,43.43,84,58,6.53,broken clouds
394,Dhari,IN,21.3333,71.0167,80.51,80,69,10.63,broken clouds
395,Nadym,RU,65.5333,72.5167,41.23,94,100,21.85,overcast clouds
396,Marienburg,PL,54.0359,19.0266,53.85,93,100,9.53,overcast clouds
397,Cabedelo,BR,-6.9811,-34.8339,75.87,78,63,14.05,broken clouds
398,Kochi,IN,9.9399,76.2602,82.38,81,97,2.26,overcast clouds
399,Shelburne,CA,44.0787,-80.2041,64.29,89,21,8.21,few clouds
400,Bubaque,GW,11.2833,-15.8333,80.19,80,18,11.34,light rain
401,Erenhot,CN,43.6475,111.9767,75.33,27,9,12.37,clear sky
402,Nador,MA,35.174,-2.9287,66.45,88,0,2.3,clear sky
403,Lichtenburg,ZA,-26.152,26.1597,47.71,86,0,15.12,clear sky
404,Oktyabrskiy,RU,54.4815,53.471,39.88,88,69,10.04,broken clouds
405,Kristiinankaupunki,FI,62.2743,21.376,40.01,84,94,6.38,overcast clouds
406,Edgewater,US,28.9889,-80.9023,77.02,92,100,12.77,overcast clouds
407,Leningradskiy,RU,69.3833,178.4167,31.8,98,100,2.51,light snow
408,Caravelas,BR,-17.7125,-39.2481,67.93,80,0,3.2,clear sky
409,Alofi,NU,-19.0595,-169.9187,78.24,80,6,14.94,light rain
410,Belmonte,BR,-15.8631,-38.8828,66.7,77,12,3.89,few clouds
411,San Luis,AR,-33.295,-66.3356,61.9,29,0,5.73,clear sky
412,Esmeraldas,BR,-19.7625,-44.3139,67.06,65,6,5.26,clear sky
413,Salo,IT,45.6086,10.531,68.11,87,4,2.8,clear sky
414,Kuching,MY,1.55,110.3333,84.42,74,40,1.14,light rain
415,Straumen,NO,63.8709,11.2999,48.61,74,99,4.63,overcast clouds
416,Trinidad,BO,-14.8333,-64.9,79.77,48,11,4.38,few clouds
417,Shorapani,GE,42.0898,43.0866,60.39,91,91,2.59,overcast clouds
418,Fare,PF,-16.7,-151.0167,78.15,75,5,19.62,clear sky
419,Cao Bang,VN,22.6667,106.25,82.08,89,64,5.26,broken clouds
420,Namibe,AO,-15.1961,12.1522,60.57,92,37,5.82,scattered clouds
421,Geraldton,AU,-28.7667,114.6,70.21,35,0,8.05,clear sky
422,Zhaozhou,CN,45.6833,125.3167,67.84,52,49,13.33,light rain
423,Danane,CI,7.2596,-8.155,70.02,99,99,2.77,overcast clouds
424,Vanino,RU,49.0869,140.2543,68.29,59,87,4.81,overcast clouds
425,Praia,CV,14.9215,-23.5087,79.34,83,75,11.5,broken clouds
426,Nuuk,GL,64.1835,-51.7216,34.41,86,75,2.35,broken clouds
427,Quesnel,CA,52.9999,-122.5029,44.15,95,100,6.13,light rain
428,Sarkand,KZ,45.41,79.9186,85.14,12,88,10.74,overcast clouds
429,Mujiayingzi,CN,42.1167,118.7833,70.68,38,98,2.24,overcast clouds
430,Leninskiy,RU,54.2781,37.4558,37.31,72,100,9.69,overcast clouds
431,Zhangjiakou,CN,40.81,114.8794,67.35,66,100,4.16,overcast clouds
432,Mindelo,CV,16.8901,-24.9804,78.35,69,40,14.97,scattered clouds
433,Roald,NO,62.5833,6.1333,57.33,82,90,6.91,overcast clouds
434,Hervey Bay,AU,-25.2986,152.8535,75.31,57,0,10.74,clear sky
435,Manjeri,IN,11.1167,76.1167,83.08,78,20,4.61,few clouds
436,Matay,EG,28.419,30.7792,72.27,69,0,11.65,clear sky
437,Kirkwall,GB,58.9848,-2.9587,53.94,94,90,3.44,overcast clouds
438,Amahai,ID,-3.3333,128.9167,75.72,88,100,10.54,light rain
439,Port Augusta,AU,-32.5,137.7667,66.7,27,2,9.51,clear sky
440,San Rafael,AR,-34.6177,-68.3301,60.3,30,0,6.35,clear sky
441,Uinskoye,RU,56.8817,56.5813,37.69,89,89,7.0,overcast clouds
442,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,55.72,97,14,5.48,few clouds
443,Darab,IR,28.7519,54.5444,85.15,18,0,1.16,clear sky
444,Punta Cardon,VE,11.6581,-70.215,81.79,81,1,26.11,clear sky
445,Macusani,PE,-14.0833,-70.4333,37.94,78,49,3.36,scattered clouds
446,Los Arabos,CU,22.7281,-80.7214,74.98,88,8,5.73,clear sky
447,Marsh Harbour,BS,26.5412,-77.0636,83.37,72,9,7.34,clear sky
448,Quelimane,MZ,-17.8786,36.8883,74.39,80,86,8.9,overcast clouds
449,Fort-Shevchenko,KZ,44.5086,50.263,63.82,50,100,12.39,overcast clouds
450,Barao De Melgaco,BR,-16.1944,-55.9675,84.72,33,0,4.47,clear sky
451,Korcula,HR,42.9622,17.1369,66.76,77,23,7.43,few clouds
452,Amga,RU,60.8953,131.9608,42.33,90,100,1.83,overcast clouds
453,Vestmannaeyjar,IS,63.4427,-20.2734,46.72,71,96,11.39,overcast clouds
454,Lesnoye,RU,58.2841,35.5158,41.0,73,80,2.93,broken clouds
455,Kavaratti,IN,10.5669,72.642,81.28,78,47,12.1,scattered clouds
456,Saldanha,ZA,-33.0117,17.9442,56.77,54,0,17.05,clear sky
457,Jalu,LY,29.0331,21.5482,73.67,42,0,6.49,clear sky
458,Coffs Harbour,AU,-30.3,153.1333,80.56,44,88,16.11,overcast clouds
459,Longyearbyen,SJ,78.2186,15.6401,40.84,81,75,3.44,broken clouds
460,Innisfail,AU,-17.5333,146.0333,76.87,52,76,12.28,broken clouds
461,Berlevag,NO,70.8578,29.0864,39.97,82,6,13.67,clear sky
462,Abeche,TD,13.8292,20.8324,73.45,81,99,13.51,overcast clouds
463,Patitirion,GR,39.15,23.8667,81.95,70,23,7.52,few clouds
464,Ust-Maya,RU,60.4167,134.5333,45.25,72,100,1.03,overcast clouds
465,Killarney,IE,52.05,-9.5167,55.0,76,98,1.39,overcast clouds
466,Guerande,FR,47.3291,-2.4283,62.62,91,100,2.86,overcast clouds
467,La Primavera,CO,5.4906,-70.4092,77.83,83,100,2.21,overcast clouds
468,Kafanchan,NG,9.5833,8.3,67.44,95,100,1.92,overcast clouds
469,Laguna,US,38.421,-121.4238,75.02,69,1,4.0,clear sky
470,Naron,ES,43.5167,-8.1528,62.02,85,21,1.66,few clouds
471,Naze,JP,28.3667,129.4833,80.29,64,4,10.8,clear sky
472,Luanda,AO,-8.8368,13.2343,69.8,78,75,1.14,broken clouds
473,Xining,CN,36.6167,101.7667,56.57,58,100,2.19,overcast clouds
474,Bozdar,PK,27.1828,68.636,91.47,33,14,11.79,few clouds
475,Kipushi,CD,-11.7667,27.2333,63.61,41,1,5.19,clear sky
476,Igarka,RU,67.4667,86.5833,45.25,82,100,20.15,overcast clouds
477,Atherton,GB,53.5237,-2.4935,60.89,85,92,1.99,overcast clouds
478,San Blas,MX,21.5167,-105.2667,78.62,90,100,3.31,overcast clouds
479,Billings,US,45.7833,-108.5007,67.77,26,1,8.05,clear sky
480,Pochutla,MX,15.7432,-96.4661,78.82,90,100,3.58,overcast clouds
481,Bose,IT,45.4612,8.0137,66.2,94,26,3.0,scattered clouds
482,Kenora,CA,49.8167,-94.4337,53.58,71,99,4.41,overcast clouds
483,Iracoubo,GF,5.4802,-53.2011,78.35,87,31,5.55,scattered clouds
484,Mount Isa,AU,-20.7333,139.5,92.97,20,0,11.5,clear sky
485,Chavakkad,IN,10.5333,76.05,83.57,80,61,4.34,broken clouds
486,Christchurch,NZ,-43.5333,172.6333,51.33,58,10,5.99,clear sky
487,Tshikapa,CD,-6.4167,20.8,70.65,86,11,2.77,few clouds
488,Muscat,OM,23.6139,58.5922,93.22,61,24,5.1,few clouds
489,Storsteinnes,NO,69.2408,19.2344,39.2,87,39,5.79,scattered clouds
490,Briancon,FR,44.9,6.65,57.61,91,62,1.12,broken clouds
491,Malakal,SS,9.5334,31.6605,70.47,99,100,5.28,moderate rain
492,Dunedin,NZ,-45.8742,170.5036,48.79,63,7,14.0,clear sky
493,Shimoda,JP,34.6667,138.95,78.91,92,100,19.19,heavy intensity rain
494,Pozo Colorado,PY,-23.4923,-58.7972,77.2,54,6,8.3,clear sky
495,Diebougou,BF,10.9667,-3.25,73.22,90,11,2.1,few clouds
496,Beloha,MG,-25.1667,45.05,66.36,64,57,13.53,light rain
497,Aqtobe,KZ,50.2797,57.2072,44.69,65,90,8.95,overcast clouds
498,Maridi,SS,4.9158,29.4742,66.31,99,100,3.13,light rain
499,Saint George,US,37.1041,-113.5841,82.94,30,1,1.01,clear sky
500,Kushikino,JP,31.7167,130.2667,81.5,69,28,11.88,scattered clouds
501,Kiomboi,TZ,-4.2667,34.3667,66.72,59,69,3.02,broken clouds
502,Poum,NC,-20.2333,164.0167,71.47,59,1,13.47,clear sky
503,Celina,US,40.5489,-84.5702,71.31,91,8,4.65,clear sky
504,Zwedru,LR,6.0667,-8.1281,71.24,98,91,4.07,overcast clouds
505,Tibati,CM,6.4667,12.6333,64.38,95,100,1.79,overcast clouds
506,Mizan Teferi,ET,6.9833,35.5833,60.46,98,99,1.32,light rain
507,Te Anau,NZ,-45.4167,167.7167,48.16,76,54,4.65,broken clouds
508,Levelland,US,33.5873,-102.378,72.45,56,0,11.52,clear sky
509,Kandrian,PG,-6.2167,149.55,77.88,93,100,11.07,moderate rain
510,Smoljan,ME,43.0924,19.2286,48.52,98,62,3.38,broken clouds
511,Hofn,IS,64.2539,-15.2082,48.99,69,77,16.6,broken clouds
512,Ambatofinandrahana,MG,-20.55,46.8,58.39,64,70,1.92,broken clouds
513,Havoysund,NO,70.9963,24.6622,38.28,80,2,8.32,clear sky
514,Nioro,GM,13.35,-15.75,73.71,97,74,4.56,broken clouds
515,Amapa,BR,1.0,-52.0,70.79,99,82,2.26,broken clouds
516,Muli,MV,2.9167,73.5667,82.67,75,80,8.12,broken clouds
517,Gazanjyk,TM,39.2446,55.5154,76.17,67,79,2.53,broken clouds
518,Dubbo,AU,-32.25,148.6167,59.13,82,75,16.11,moderate rain
519,Kozhva,RU,65.1073,57.0459,37.58,78,100,17.16,overcast clouds
520,Zverinogolovskoye,RU,54.4586,64.8542,43.57,84,100,8.01,light rain
521,Kaeo,NZ,-35.1,173.7833,63.32,56,40,3.42,scattered clouds
522,Roswell,US,34.0232,-84.3616,74.12,93,90,0.0,overcast clouds
523,Guanare,VE,9.0418,-69.7421,71.55,96,6,3.44,clear sky
524,Nome,US,64.5011,-165.4064,39.27,81,40,9.22,scattered clouds
525,Rayong,TH,12.8333,101.4333,91.18,60,96,1.19,overcast clouds
526,Bambanglipuro,ID,-7.95,110.2833,84.49,66,30,16.33,scattered clouds
527,Tucurui,BR,-3.7661,-49.6725,74.66,85,48,3.76,scattered clouds
528,Auki,SB,-8.7676,160.7034,85.57,65,10,9.17,clear sky
529,Narsingi,IN,18.0333,78.4333,76.95,81,93,5.53,overcast clouds
530,Verkhoyansk,RU,67.5447,133.385,35.62,95,100,6.38,light rain
531,Kongsberg,NO,59.6652,9.6465,47.77,94,100,1.01,overcast clouds
532,Alghero,IT,40.5589,8.3181,64.49,100,0,4.61,clear sky
533,Lata,PT,40.1629,-8.3327,60.93,97,22,2.28,few clouds
534,Sheridan,US,44.8333,-106.9173,71.78,30,1,0.0,clear sky
535,Hirtshals,DK,57.5881,9.9592,53.85,82,100,13.4,overcast clouds
536,Ejura,GH,7.3856,-1.3562,72.34,96,96,3.47,light rain
537,Peterhead,GB,57.5058,-1.7981,55.8,98,100,2.75,overcast clouds
538,San Quintin,MX,30.4833,-115.95,67.93,78,0,11.59,clear sky
539,Dossor,KZ,47.5272,52.9811,52.95,46,0,5.37,clear sky
540,Ushibuka,JP,32.1906,130.0228,78.48,76,84,6.08,broken clouds
541,Cabanas,CU,22.9758,-82.9219,77.47,83,80,3.94,light rain
542,Luancheng,CN,37.8792,114.6517,69.87,78,100,1.57,light rain
543,Gainesville,US,29.6516,-82.3248,75.74,91,1,0.0,clear sky
544,Ponta Delgada,PT,37.7333,-25.6667,66.92,82,75,3.44,broken clouds
545,Sabha,LY,27.0377,14.4283,75.07,27,0,10.74,clear sky
546,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,79.81,38,0,5.19,clear sky
547,Haines Junction,CA,60.7522,-137.5108,42.33,83,100,3.04,overcast clouds
548,Berberati,CF,4.2612,15.7922,67.37,97,98,2.57,overcast clouds
549,Sorland,NO,67.667,12.6934,51.13,77,100,13.82,overcast clouds
550,Ravels,BE,51.372,4.9904,58.62,91,75,3.89,broken clouds
551,Naryan-Mar,RU,67.6713,53.087,40.03,78,97,17.38,overcast clouds
552,Tyukalinsk,RU,55.8732,72.1967,41.58,79,100,14.27,overcast clouds
553,Lasa,IT,46.6166,10.7002,57.02,86,59,3.24,broken clouds
554,Roebourne,AU,-20.7833,117.1333,85.23,23,0,17.27,clear sky
555,Luchegorsk,RU,46.4764,134.2569,66.16,76,63,12.35,broken clouds
556,Arkadelphia,US,34.1209,-93.0538,76.17,94,1,5.75,clear sky
557,Aden,YE,12.7794,45.0367,87.64,73,28,3.6,scattered clouds
558,Linjiang,CN,41.8069,126.9078,77.94,38,37,1.83,scattered clouds
559,Mantenopolis,BR,-18.8625,-41.1228,61.02,91,36,2.95,scattered clouds
560,Mangaluru,IN,12.8667,74.8833,83.26,83,20,0.0,few clouds
561,Chaupal,IN,30.95,77.5833,65.19,74,16,2.95,few clouds
562,Korla,CN,41.7597,86.1469,77.38,24,0,4.0,clear sky
563,Kichera,RU,55.9375,110.0997,54.23,39,18,2.68,few clouds
564,Bathsheba,BB,13.2167,-59.5167,79.41,83,40,8.05,scattered clouds
565,Itupiranga,BR,-5.1347,-49.3267,77.32,73,33,3.65,scattered clouds
566,Brae,GB,60.3964,-1.353,53.51,96,100,9.71,overcast clouds
567,Aventura,US,25.9565,-80.1392,78.82,90,1,0.0,clear sky
568,Skelleftea,SE,64.7507,20.9528,42.01,69,90,2.3,overcast clouds
569,Pahrump,US,36.2083,-115.9839,81.1,35,52,3.0,broken clouds
570,Koungou,YT,-12.7336,45.2042,75.99,75,0,5.66,clear sky
571,Balkanabat,TM,39.5108,54.3671,75.36,72,6,6.8,clear sky
572,Upington,ZA,-28.4478,21.2561,48.65,30,0,10.2,clear sky
573,Teguldet,RU,57.3064,88.1667,49.41,87,100,9.66,overcast clouds
574,Wanlaweyn,SO,2.6185,44.8938,75.87,81,49,13.49,scattered clouds
575,Awjilah,LY,29.1081,21.2869,73.96,38,0,5.48,clear sky
576,Kandi,BJ,11.1342,2.9386,71.37,95,85,3.74,overcast clouds
577,Parabel,RU,58.6978,81.4825,44.08,82,39,14.34,scattered clouds
578,Brookhaven,US,31.5791,-90.4407,74.86,99,99,5.01,overcast clouds
579,Sambava,MG,-14.2667,50.1667,69.85,80,93,2.89,overcast clouds
580,Mandalgovi,MN,45.7625,106.2708,67.14,34,36,1.92,scattered clouds
581,Ewa Beach,US,21.3156,-158.0072,82.35,60,20,10.36,few clouds
582,Hambantota,LK,6.1241,81.1185,86.09,65,78,15.32,broken clouds
583,Sirajganj,BD,24.45,89.7167,82.4,81,99,8.77,moderate rain
584,Fort Dix,US,40.0298,-74.6185,71.85,93,75,5.75,mist
585,Coquimbo,CL,-29.9533,-71.3436,55.13,87,90,3.44,overcast clouds
586,Port-Gentil,GA,-0.7193,8.7815,77.05,84,100,16.64,overcast clouds
587,Manta,EC,-0.95,-80.7333,72.54,88,95,10.51,overcast clouds
588,Oistins,BB,13.0667,-59.5333,78.89,83,40,8.05,scattered clouds
589,Udachnyy,RU,66.4167,112.4,37.9,57,76,12.1,broken clouds
590,Moree,AU,-29.4667,149.85,80.62,39,40,13.8,scattered clouds
591,Waingapu,ID,-9.6567,120.2641,88.47,49,60,17.65,broken clouds
592,Vila Franca Do Campo,PT,37.7167,-25.4333,66.61,80,42,5.03,scattered clouds
593,Yaroslavskaya,RU,44.6106,40.4642,56.5,78,8,2.71,clear sky
594,Tautira,PF,-17.7333,-149.15,80.62,77,46,20.71,light rain
595,Tiznit,MA,29.5833,-9.5,64.72,76,0,0.72,clear sky
596,Barcelos,PT,41.5388,-8.6151,57.85,93,7,5.17,clear sky
597,Pionerskiy,RU,54.9508,20.2275,48.04,81,100,21.12,overcast clouds
598,Penzance,GB,50.1186,-5.5371,60.01,87,100,10.16,overcast clouds
599,Vallenar,CL,-28.5708,-70.7581,58.33,58,1,0.81,clear sky
600,Maramba,TZ,-5.05,38.6167,61.75,83,41,2.28,scattered clouds
601,Lamar,US,33.6668,-95.5836,78.53,84,1,3.44,clear sky
602,Apac,UG,1.9756,32.5386,63.41,98,97,2.93,light rain
603,Fountain Hills,US,33.6117,-111.7174,90.61,34,1,1.99,clear sky
604,Katherine,AU,-14.4667,132.2667,95.32,17,87,6.91,overcast clouds
605,Kiama,AU,-34.6833,150.8667,70.38,64,96,12.82,overcast clouds
606,Boende,CD,-0.2167,20.8667,69.08,90,82,2.1,broken clouds
607,Gornopravdinsk,RU,60.05,69.9,37.35,96,100,13.47,overcast clouds
608,Buraydah,SA,26.326,43.975,81.48,21,10,3.89,clear sky
609,Oron,NG,4.8256,8.2343,75.2,92,86,1.36,overcast clouds
610,Constitucion,CL,-35.3333,-72.4167,50.59,89,99,10.11,overcast clouds
611,Umm Bab,QA,25.2142,50.8072,89.74,45,28,4.94,scattered clouds
612,Copiapo,CL,-27.3667,-70.3333,49.69,58,12,0.98,few clouds
613,Yumen,CN,40.2833,97.2,74.25,23,16,20.71,few clouds
614,Shenjiamen,CN,29.9576,122.298,76.73,65,0,2.98,clear sky
615,Vestmanna,FO,62.1564,-7.1664,49.12,87,75,3.44,broken clouds
616,Puerto Del Rosario,ES,28.5004,-13.8627,71.35,78,83,10.36,broken clouds
617,Aurillac,FR,44.9167,2.45,49.01,97,6,2.21,clear sky
618,Sal Rei,CV,16.1833,-22.9167,79.36,80,99,10.69,overcast clouds
619,Ningxiang,CN,37.34,111.2052,59.18,93,100,5.14,light rain
620,Zemaiciu Naumiestis,LT,55.3592,21.7022,45.86,72,100,11.92,overcast clouds
621,Gubkinskiy,RU,64.434,76.5026,46.26,97,100,22.26,moderate rain
622,Coahuayana,MX,18.7333,-103.6833,77.23,92,100,3.06,overcast clouds
623,Sampit,ID,-2.5333,112.95,88.18,62,46,4.61,scattered clouds
624,Svetlaya,RU,46.5389,138.3297,68.97,56,9,10.58,clear sky
625,Khorixas,NA,-20.3667,14.9667,59.38,18,2,1.52,clear sky
626,West Bay,KY,19.3667,-81.4167,84.0,85,6,1.99,clear sky
627,Myaundzha,RU,63.0494,147.1858,45.01,79,100,6.29,overcast clouds
628,Nemuro,JP,43.3236,145.575,58.15,87,100,15.19,light rain
629,Khartoum,SD,15.5518,32.5324,81.01,73,61,9.95,broken clouds
630,Gambo,CF,4.6482,22.2633,64.85,98,89,0.98,overcast clouds
631,Mount Gambier,AU,-37.8333,140.7667,55.31,62,40,21.85,scattered clouds
632,Najran,SA,17.4924,44.1277,79.61,14,13,3.96,few clouds
633,Glenwood Springs,US,39.5505,-107.3248,61.83,29,1,6.91,clear sky
634,Obo,CF,5.3998,26.4869,67.12,98,100,2.91,overcast clouds
635,Aksarka,RU,66.5606,67.7975,33.33,97,100,29.33,snow
636,Simav,TR,39.0882,28.9777,62.91,39,35,2.44,scattered clouds
637,Juba,SS,4.8517,31.5825,69.96,93,100,2.44,overcast clouds
638,Rio Gallegos,AR,-51.6226,-69.2181,39.25,93,75,2.3,broken clouds
639,Kristinehamn,SE,59.3098,14.1081,48.18,82,89,9.35,overcast clouds
640,Aykhal,RU,66.0,111.5,35.71,61,51,10.51,broken clouds
641,Half Moon Bay,US,37.4636,-122.4286,61.92,81,90,1.01,overcast clouds
642,Mahajanga,MG,-15.7167,46.3167,77.02,78,40,4.61,scattered clouds
643,Severnyy,RU,50.677,36.5532,53.64,66,0,15.66,light rain
644,Harsin,IR,34.2721,47.5861,52.61,27,0,0.92,clear sky
645,Richards Bay,ZA,-28.783,32.0377,59.97,75,97,8.57,overcast clouds
646,San Lorenzo,PY,-25.3333,-57.5333,71.38,83,3,7.07,clear sky
647,Mersing,MY,2.4312,103.8405,88.95,57,45,4.79,scattered clouds
648,Itarema,BR,-2.9248,-39.9167,78.12,80,4,17.13,clear sky
649,Jaguaruana,BR,-4.8339,-37.7811,74.66,74,64,7.18,broken clouds
650,Victoria Point,AU,-27.5833,153.3,81.16,59,4,4.0,clear sky
651,Kropotkin,RU,45.4375,40.5756,55.33,73,7,3.31,clear sky
652,Ginda,IN,30.6945,78.4932,73.8,71,14,3.42,few clouds
653,Egvekinot,RU,66.3167,-179.1667,34.68,72,95,3.2,overcast clouds
654,Bonthe,SL,7.5264,-12.505,76.42,89,74,5.3,broken clouds
655,Olmos,PE,-5.9847,-79.7453,59.9,85,11,2.86,few clouds
656,Sur,OM,22.5667,59.5289,87.04,61,47,10.33,scattered clouds
657,Escanaba,US,45.7453,-87.0646,61.11,88,1,5.75,clear sky
658,Zatoka,UA,46.0725,30.4654,68.54,85,83,24.4,broken clouds
659,Gladstone,AU,-23.85,151.25,75.13,43,0,9.22,clear sky
660,Newport,GB,51.5877,-2.9984,60.85,92,100,3.15,overcast clouds
661,Sagua De Tanamo,CU,20.5819,-75.2414,75.94,94,71,3.44,broken clouds
662,Port Hardy,CA,50.6996,-127.4199,50.18,93,90,12.66,moderate rain
663,Muzhi,RU,65.3667,64.6667,34.14,98,100,22.55,moderate rain
664,At-Bashi,KG,41.1702,75.8106,66.07,14,0,1.03,clear sky
665,Sovetsk,RU,55.0839,21.8785,46.15,76,100,12.41,overcast clouds
666,Marshfield,US,44.6689,-90.1718,54.0,81,1,5.75,clear sky
667,Strezhevoy,RU,60.7333,77.5889,42.78,97,100,12.82,light rain
668,Challapata,BO,-18.9,-66.7667,50.7,55,96,0.47,overcast clouds
669,Coxim,BR,-18.5067,-54.76,88.18,25,87,1.81,overcast clouds
670,Libreville,GA,0.3925,9.4537,75.92,89,100,8.16,light rain
671,Labuhan,ID,-6.8844,112.2051,89.46,53,4,7.16,clear sky
672,San Cristobal,VE,7.7669,-72.225,65.8,88,8,2.26,clear sky
673,Katesh,TZ,-4.5167,35.3833,56.7,84,4,4.05,clear sky
674,Tlacotepec,MX,20.0667,-97.8667,64.9,97,100,1.21,overcast clouds
675,Whitianga,NZ,-36.8333,175.7,57.34,54,54,3.22,broken clouds
676,Ambilobe,MG,-13.2,49.05,73.49,71,22,1.79,few clouds
677,Turbat,PK,26.0023,63.044,85.78,51,0,2.73,clear sky
678,Honiara,SB,-9.4333,159.95,85.95,70,74,12.57,broken clouds
679,Kimberley,ZA,-28.7323,24.7623,47.89,76,0,11.5,clear sky
680,Sovetskiy,RU,61.3614,63.5842,35.24,95,100,13.65,light rain
681,San Buenaventura,MX,27.0833,-101.5333,85.12,56,0,4.61,clear sky
682,Bandarban,BD,22.1965,92.2262,79.45,94,100,2.17,light rain
683,Pimenta Bueno,BR,-11.6725,-61.1936,80.96,51,20,3.2,few clouds
684,Carballo,ES,43.213,-8.691,60.87,93,22,1.88,few clouds
685,Ternovka,RU,51.678,41.6375,46.27,59,100,8.86,light rain
686,Posse,BR,-14.0931,-46.3694,68.32,35,0,6.73,clear sky
687,Taquarana,BR,-9.645,-36.4972,68.23,95,86,2.51,overcast clouds
688,Gao,ML,16.6362,1.637,86.05,42,54,9.57,broken clouds
689,Margate,GB,51.3813,1.3862,64.11,89,100,1.01,overcast clouds
690,Lerwick,GB,60.1545,-1.1494,53.6,96,100,9.98,overcast clouds
691,Basoko,CD,1.2391,23.616,69.17,90,96,3.22,light rain
692,Roma,US,43.2128,-75.4557,70.41,94,1,0.0,clear sky
693,George,ZA,-33.963,22.4617,48.58,73,0,5.73,clear sky
694,Moorhead,US,46.8739,-96.7676,50.99,70,1,1.01,clear sky
695,Mount Darwin,ZW,-16.7725,31.5838,66.43,78,49,10.94,scattered clouds
696,Vila Velha,BR,-20.3297,-40.2925,69.75,94,90,3.44,overcast clouds
697,Kalianget,ID,-7.05,113.9333,85.39,63,36,14.2,scattered clouds
698,Talnakh,RU,69.4865,88.3972,45.0,54,92,3.56,overcast clouds
699,Tura,IN,25.5198,90.2201,78.57,83,100,4.7,moderate rain
